ID,Soil_pH,Organic_C (%),Total_N (%),C_N_Ratio,Land_Use_Type,Soil_Depth_cm,Bacteria_Abundance (%),Fungi_Abundance (%),β_Glucosidase (µmol/g/h),Urease (µmol/g/h),CO2_Emission (µg/g/day),NH4_Nitrate (µg/g)
31297,5.65,3.41,0.183,18.6,Organic,10–20,44.91,33.84,5.8,13.0,57.03,203.27
31298,5.7,2.64,0.071,37.2,Traditional,0–10,36.34,36.64,5.14,6.23,53.25,90.83
31299,6.27,3.72,0.156,23.8,Monoculture,10–20,39.48,47.76,6.02,11.45,58.65,175.74
31300,6.18,2.99,0.241,12.4,Organic,0–10,55.59,37.92,5.36,16.48,55.02,261.25
31301,5.73,2.11,0.17,12.4,Monoculture,0–10,58.16,29.38,4.68,12.2,50.56,189.72
31302,7.26,3.24,0.164,19.8,Monoculture,10–20,50.18,46.6,5.57,11.84,56.51,183.67
31303,6.73,1.31,0.129,10.2,Traditional,0–10,49.4,34.37,4.14,9.79,46.47,148.84
31304,7.09,2.72,0.192,14.2,Organic,10–20,34.09,27.51,5.14,13.43,53.62,212.28
31305,6.24,2.19,0.202,10.8,Organic,0–10,34.51,27.35,4.82,14.14,50.91,221.82
31306,6.32,2.41,0.054,44.6,Traditional,0–10,39.99,46.36,4.89,5.24,51.88,73.95
31307,6.14,3.36,0.158,21.3,Organic,10–20,31.44,33.51,5.67,11.43,56.89,178.12
31308,6.38,1.57,0.249,6.3,Traditional,0–10,54.07,28.55,4.26,16.96,47.87,268.55
31309,6.72,1.12,0.138,8.1,Organic,10–20,32.25,49.41,3.87,10.26,45.67,157.89
31310,6.49,4.06,0.066,61.5,Organic,0–10,55.65,30.42,6.32,6.01,60.39,86.05
31311,7.18,3.98,0.246,16.2,Organic,0–10,46.07,34.43,6.17,16.84,59.89,266.12
31312,7.3,4.22,0.136,31.0,Monoculture,0–10,43.88,43.01,6.4,10.12,61.01,156.13
31313,6.44,3.48,0.101,34.5,Organic,0–10,35.39,20.55,5.78,8.03,57.32,121.18
31314,5.98,4.09,0.109,37.5,Organic,10–20,32.22,46.76,6.24,8.52,60.54,128.78
31315,7.39,2.13,0.106,20.1,Organic,10–20,46.53,37.6,4.68,8.36,50.61,126.11
31316,6.97,1.52,0.207,7.3,Traditional,0–10,36.14,23.69,4.24,14.41,47.49,226.69
31317,6.78,3.43,0.076,45.1,Traditional,0–10,32.3,42.88,5.86,6.62,57.19,95.92
31318,6.99,2.23,0.092,24.2,Organic,10–20,30.64,46.39,4.8,7.48,50.98,111.83
31319,5.65,1.96,0.19,10.3,Traditional,0–10,30.47,39.58,4.57,13.47,49.84,210.06
31320,5.64,3.07,0.221,13.9,Traditional,0–10,47.47,24.35,5.5,15.19,55.33,240.93
31321,5.81,1.51,0.091,16.6,Monoculture,10–20,50.72,31.97,4.28,7.57,47.71,110.95
31322,5.79,3.07,0.234,13.1,Organic,0–10,54.83,21.75,5.45,16.05,55.48,253.89
31323,6.34,4.06,0.103,39.4,Monoculture,10–20,47.9,42.94,6.24,8.17,60.22,123.28
31324,5.81,3.41,0.163,20.9,Monoculture,0–10,39.74,49.16,5.76,11.73,57.18,183.11
31325,7.21,2.79,0.136,20.5,Monoculture,10–20,31.1,47.2,5.14,10.22,54.07,156.18
31326,6.66,2.7,0.217,12.4,Monoculture,0–10,59.3,31.67,5.21,14.94,53.28,237.11
31327,6.24,2.11,0.212,10.0,Monoculture,0–10,37.45,23.22,4.65,14.74,50.52,231.75
31328,5.64,3.66,0.234,15.6,Traditional,0–10,47.09,46.51,5.9,16.0,58.29,253.92
31329,6.68,4.27,0.142,30.1,Organic,0–10,33.72,36.03,6.43,10.5,61.33,162.04
31330,5.73,2.66,0.152,17.5,Traditional,10–20,36.98,22.73,5.21,11.17,53.37,172.09
31331,6.99,4.09,0.107,38.2,Monoculture,0–10,48.15,34.1,6.24,8.42,60.6,127.16
31332,7.11,1.08,0.213,5.1,Monoculture,10–20,32.07,34.75,3.92,14.81,45.54,232.73
31333,6.59,1.66,0.186,8.9,Organic,10–20,49.79,41.09,4.29,13.17,48.4,206.11
31334,5.8,1.18,0.19,6.2,Traditional,0–10,49.96,28.05,3.89,13.5,45.93,210.09
31335,7.07,2.87,0.067,42.8,Organic,0–10,57.98,24.27,5.33,6.02,54.42,86.93
31336,6.12,2.15,0.219,9.8,Organic,10–20,38.58,23.76,4.71,15.16,50.77,239.12
31337,5.95,3.95,0.216,18.3,Monoculture,0–10,39.79,39.82,6.16,15.0,59.61,235.66
31338,6.44,3.39,0.184,18.4,Traditional,10–20,51.0,24.25,5.74,13.04,56.85,203.63
31339,7.35,3.17,0.059,53.7,Traditional,10–20,38.33,42.94,5.58,5.5,55.81,78.9
31340,6.09,1.44,0.215,6.7,Organic,10–20,56.24,46.57,4.17,14.87,47.36,235.07
31341,7.31,1.97,0.202,9.8,Traditional,0–10,46.07,49.85,4.59,14.05,49.7,221.97
31342,5.61,3.54,0.07,50.6,Organic,0–10,46.35,23.5,5.82,6.19,57.59,89.58
31343,5.67,1.71,0.157,10.9,Monoculture,10–20,55.54,24.81,4.41,11.42,48.52,177.22
31344,6.9,3.45,0.055,62.7,Monoculture,10–20,44.23,24.96,5.78,5.32,57.31,74.58
31345,5.88,4.15,0.198,21.0,Organic,0–10,36.49,38.96,6.38,13.86,60.72,218.14
31346,6.13,4.04,0.2,20.2,Traditional,10–20,39.47,47.87,6.19,13.98,60.32,220.11
31347,5.77,1.11,0.057,19.5,Monoculture,10–20,58.21,24.96,3.86,5.42,45.61,77.01
31348,6.16,4.08,0.228,17.9,Traditional,10–20,39.61,46.36,6.29,15.73,60.44,248.12
31349,6.06,2.02,0.21,9.6,Monoculture,10–20,54.92,28.12,4.6,14.67,50.24,230.06
31350,6.97,2.52,0.249,10.1,Organic,0–10,44.74,42.81,5.13,16.88,52.71,269.26
31351,6.9,2.86,0.064,44.7,Monoculture,0–10,47.63,40.82,5.26,5.82,54.17,84.13
31352,7.41,2.44,0.223,10.9,Monoculture,0–10,33.35,42.01,4.96,15.3,52.29,243.05
31353,6.95,3.2,0.232,13.8,Organic,10–20,52.34,44.2,5.53,15.88,55.86,251.74
31354,6.89,3.92,0.148,26.5,Traditional,0–10,50.15,43.35,6.08,10.92,59.57,167.91
31355,6.89,3.44,0.112,30.7,Organic,10–20,55.2,32.27,5.81,8.71,57.05,132.02
31356,7.27,1.84,0.122,15.1,Monoculture,10–20,57.16,38.64,4.44,9.32,49.22,142.23
31357,6.09,4.22,0.149,28.3,Traditional,10–20,30.09,31.8,6.39,10.94,61.07,168.98
31358,6.1,3.43,0.093,36.9,Monoculture,10–20,51.82,25.26,5.65,7.62,57.3,112.97
31359,6.98,1.48,0.212,7.0,Traditional,10–20,58.62,49.32,4.24,14.79,47.54,231.93
31360,5.96,3.55,0.073,48.6,Organic,10–20,47.62,35.88,5.85,6.35,57.74,93.45
31361,7.32,1.12,0.062,18.1,Traditional,0–10,54.87,35.74,3.98,5.73,45.74,82.07
31362,6.57,3.19,0.142,22.5,Traditional,10–20,56.59,44.46,5.58,10.6,55.71,161.8
31363,6.1,4.24,0.085,49.9,Monoculture,0–10,46.61,45.67,6.32,7.07,61.18,105.24
31364,7.05,3.01,0.139,21.7,Monoculture,10–20,44.94,32.66,5.35,10.3,55.11,158.91
31365,6.12,2.07,0.154,13.4,Organic,10–20,58.45,33.09,4.62,11.2,50.29,174.2
31366,7.43,4.46,0.214,20.8,Traditional,10–20,59.58,25.54,6.52,14.83,62.55,234.05
31367,7.47,3.83,0.239,16.0,Organic,10–20,44.43,26.99,6.06,16.39,59.06,259.29
31368,6.83,1.87,0.099,18.9,Traditional,10–20,41.95,37.04,4.48,7.96,49.38,119.13
31369,5.73,1.25,0.172,7.3,Organic,10–20,45.32,23.37,3.95,12.25,46.28,191.81
31370,6.03,4.38,0.11,39.8,Organic,10–20,35.68,28.57,6.52,8.61,62.08,130.35
31371,6.53,1.12,0.146,7.7,Organic,10–20,55.18,28.3,3.86,10.69,45.63,165.85
31372,7.2,3.37,0.246,13.7,Monoculture,0–10,41.81,43.91,5.75,16.74,56.82,266.26
31373,5.87,4.44,0.064,69.4,Organic,0–10,46.29,34.69,6.56,5.79,62.18,83.94
31374,5.71,1.86,0.215,8.7,Organic,10–20,35.06,47.72,4.51,14.9,49.17,234.81
31375,5.65,4.24,0.094,45.1,Traditional,10–20,37.51,34.56,6.44,7.6,61.1,113.89
31376,6.51,2.47,0.102,24.2,Organic,10–20,44.62,29.89,5.02,8.1,52.48,122.13
31377,7.27,1.82,0.16,11.4,Traditional,0–10,57.48,23.63,4.51,11.65,49.19,179.96
31378,5.58,1.29,0.116,11.1,Organic,0–10,56.54,32.96,4.02,8.9,46.49,135.94
31379,5.92,3.1,0.124,25.0,Traditional,0–10,38.57,28.18,5.53,9.6,55.47,144.06
31380,6.89,3.43,0.154,22.3,Organic,10–20,57.11,20.76,5.8,11.23,57.26,174.21
31381,7.15,3.26,0.133,24.5,Monoculture,10–20,51.7,24.45,5.63,10.01,56.46,153.02
31382,7.11,3.12,0.187,16.7,Traditional,0–10,30.52,42.04,5.55,13.27,55.6,207.33
31383,7.07,3.17,0.149,21.3,Traditional,10–20,46.67,46.62,5.52,10.93,55.81,169.1
31384,5.76,2.8,0.248,11.3,Traditional,0–10,48.93,40.73,5.34,16.84,54.13,268.2
31385,6.29,1.75,0.072,24.3,Monoculture,10–20,33.28,36.94,4.31,6.34,48.74,91.75
31386,7.47,3.12,0.208,15.0,Organic,10–20,49.01,43.71,5.56,14.55,55.51,228.2
31387,7.48,4.11,0.177,23.2,Monoculture,10–20,30.25,25.25,6.21,12.61,60.44,196.98
31388,6.7,1.06,0.223,4.8,Traditional,10–20,43.8,42.3,3.87,15.34,45.25,242.92
31389,6.92,4.44,0.102,43.5,Traditional,10–20,37.25,49.7,6.52,8.17,62.18,121.8
31390,7.4,4.4,0.125,35.2,Monoculture,0–10,55.97,37.96,6.45,9.58,62.04,144.83
31391,6.4,1.93,0.242,8.0,Traditional,10–20,45.19,41.24,4.58,16.48,49.67,261.98
31392,5.77,2.48,0.149,16.6,Monoculture,10–20,50.62,40.44,4.97,10.97,52.25,168.77
31393,6.84,2.98,0.203,14.7,Traditional,10–20,50.14,44.91,5.39,14.24,55.03,223.33
31394,7.42,3.96,0.091,43.5,Traditional,10–20,31.14,20.18,6.13,7.45,59.83,111.17
31395,6.89,1.21,0.066,18.3,Traditional,10–20,35.6,41.96,3.93,5.9,46.0,85.9
31396,7.11,1.79,0.163,11.0,Traditional,10–20,31.71,45.33,4.49,11.75,48.86,183.45
31397,6.35,3.31,0.172,19.2,Traditional,10–20,33.11,46.06,5.64,12.31,56.58,191.6
31398,5.69,1.22,0.213,5.7,Traditional,10–20,50.05,20.17,4.0,14.77,46.12,232.94
31399,5.84,4.12,0.08,51.5,Organic,0–10,59.89,24.92,6.35,6.68,60.75,100.11
31400,7.47,4.1,0.184,22.3,Monoculture,0–10,36.27,25.89,6.23,13.05,60.51,204.42
31401,6.49,1.35,0.115,11.7,Monoculture,0–10,44.39,49.71,4.1,8.92,46.61,135.48
31402,5.52,2.45,0.209,11.7,Traditional,10–20,55.48,33.84,4.94,14.55,52.31,229.38
31403,7.41,2.79,0.057,48.9,Organic,0–10,34.24,34.34,5.22,5.37,53.88,76.92
31404,6.5,3.27,0.15,21.8,Traditional,0–10,43.98,40.5,5.57,11.01,56.38,169.88
31405,7.17,2.9,0.167,17.4,Monoculture,10–20,49.12,21.58,5.36,11.95,54.45,186.68
31406,6.6,1.0,0.056,17.9,Monoculture,10–20,32.39,36.87,3.86,5.36,44.78,75.58
31407,5.7,1.45,0.183,7.9,Traditional,10–20,51.7,35.11,4.15,12.97,47.06,203.06
31408,6.73,3.91,0.068,57.5,Organic,10–20,39.04,23.06,6.18,6.03,59.48,87.91
31409,7.49,3.76,0.117,32.1,Organic,10–20,57.25,42.2,6.05,9.01,58.69,137.21
31410,5.57,1.06,0.104,10.2,Monoculture,0–10,56.68,34.47,3.88,8.22,45.34,124.17
31411,7.18,1.05,0.074,14.2,Monoculture,0–10,46.89,46.37,3.89,6.48,45.42,93.94
31412,5.97,3.98,0.233,17.1,Traditional,0–10,40.82,40.53,6.18,15.97,59.89,252.7
31413,6.29,2.26,0.169,13.4,Monoculture,10–20,47.68,43.29,4.89,12.2,51.24,189.35
31414,6.25,2.42,0.054,44.8,Monoculture,10–20,52.01,47.62,4.93,5.23,52.01,74.17
31415,7.3,4.3,0.21,20.5,Traditional,10–20,51.28,28.65,6.48,14.63,61.53,229.84
31416,6.51,4.14,0.112,37.0,Organic,10–20,35.62,38.22,6.37,8.72,60.84,132.28
31417,6.39,2.37,0.07,33.9,Monoculture,10–20,46.36,35.72,4.91,6.24,52.03,89.96
31418,7.14,3.8,0.15,25.3,Organic,0–10,54.26,26.57,6.08,10.97,58.91,169.62
31419,5.6,2.59,0.205,12.6,Organic,10–20,38.03,48.47,5.03,14.29,52.82,225.2
31420,5.67,2.5,0.238,10.5,Traditional,0–10,31.34,27.26,4.94,16.29,52.45,257.85
31421,5.54,1.07,0.218,4.9,Organic,0–10,49.0,26.57,3.91,15.05,45.37,238.1
31422,6.88,3.78,0.166,22.8,Traditional,10–20,40.01,36.15,6.12,12.08,58.81,186.16
31423,6.55,3.83,0.098,39.1,Monoculture,10–20,51.01,44.68,6.0,7.88,59.21,118.24
31424,7.25,3.68,0.085,43.3,Organic,10–20,46.02,31.1,5.95,7.04,58.52,104.94
31425,6.5,4.38,0.197,22.2,Monoculture,0–10,57.11,39.9,6.44,13.8,61.87,217.01
31426,5.94,1.17,0.205,5.7,Traditional,0–10,43.55,34.84,3.94,14.3,45.85,225.02
31427,7.11,4.38,0.061,71.8,Organic,0–10,46.31,31.3,6.45,5.63,61.94,81.05
31428,6.09,4.0,0.076,52.6,Organic,10–20,50.44,28.0,6.14,6.6,60.13,95.77
31429,7.37,1.41,0.065,21.7,Organic,10–20,37.81,34.19,4.15,5.92,47.01,85.14
31430,6.0,1.15,0.115,10.0,Organic,0–10,38.5,32.93,3.87,8.91,45.66,134.79
31431,5.84,1.07,0.153,7.0,Traditional,10–20,44.12,35.01,3.84,11.2,45.36,173.1
31432,6.49,1.41,0.096,14.7,Organic,10–20,50.7,30.27,4.06,7.63,46.96,116.0
31433,5.6,3.87,0.108,35.8,Traditional,10–20,34.67,44.59,6.14,8.44,59.47,127.82
31434,5.57,2.3,0.172,13.4,Monoculture,0–10,31.53,20.34,4.82,12.41,51.51,192.0
31435,6.49,3.18,0.099,32.1,Traditional,10–20,38.86,30.3,5.49,7.97,55.85,118.81
31436,5.93,2.38,0.166,14.3,Organic,0–10,46.36,26.47,4.89,11.99,52.03,185.77
31437,5.52,3.0,0.052,57.7,Traditional,0–10,48.77,31.67,5.36,5.15,55.03,71.66
31438,6.09,1.97,0.059,33.4,Monoculture,0–10,46.64,36.07,4.55,5.53,49.86,79.16
31439,6.45,4.14,0.134,30.9,Monoculture,10–20,54.04,48.47,6.28,10.04,60.69,154.0
31440,6.29,3.16,0.209,15.1,Traditional,10–20,47.06,47.98,5.45,14.5,55.68,229.07
31441,5.77,2.63,0.066,39.8,Organic,10–20,51.26,30.97,5.11,5.9,53.11,86.04
31442,6.66,1.97,0.137,14.4,Organic,10–20,57.31,38.63,4.54,10.18,49.73,157.01
31443,6.92,2.04,0.058,35.2,Monoculture,0–10,46.17,35.57,4.55,5.58,50.17,78.33
31444,6.85,3.44,0.227,15.2,Organic,0–10,45.01,39.66,5.82,15.59,57.01,246.99
31445,6.29,2.44,0.124,19.7,Traditional,0–10,51.52,38.01,4.95,9.42,52.22,143.87
31446,5.78,2.98,0.118,25.3,Organic,10–20,36.77,31.84,5.41,9.15,54.94,137.92
31447,6.5,4.46,0.173,25.8,Organic,0–10,57.74,41.25,6.5,12.34,62.14,192.8
31448,7.28,2.11,0.095,22.2,Traditional,0–10,56.68,41.92,4.72,7.59,50.5,115.04
31449,6.44,2.43,0.239,10.2,Monoculture,0–10,43.9,36.56,4.91,16.36,52.06,258.68
31450,5.89,2.13,0.192,11.1,Monoculture,10–20,47.31,44.36,4.67,13.59,50.66,211.88
31451,5.69,1.31,0.059,22.2,Organic,0–10,48.97,39.7,3.99,5.6,46.25,79.23
31452,7.39,4.29,0.206,20.8,Monoculture,10–20,57.64,27.37,6.38,14.4,61.54,225.54
31453,6.99,3.63,0.216,16.8,Monoculture,0–10,43.03,42.39,5.86,14.93,58.06,236.23
31454,6.13,3.15,0.157,20.1,Traditional,10–20,53.34,27.83,5.53,11.44,55.79,177.04
31455,6.09,1.08,0.203,5.3,Organic,0–10,30.35,21.23,3.94,14.2,45.31,222.92
31456,7.29,3.92,0.094,41.7,Monoculture,10–20,47.62,29.32,6.19,7.62,59.52,114.15
31457,5.86,1.25,0.15,8.3,Organic,10–20,53.06,37.49,3.94,10.95,46.27,169.93
31458,6.57,1.45,0.076,19.1,Monoculture,10–20,41.97,21.01,4.22,6.58,47.27,95.85
31459,6.93,1.31,0.242,5.4,Traditional,0–10,40.46,20.88,4.01,16.51,46.46,262.19
31460,6.29,1.51,0.054,28.0,Monoculture,0–10,44.46,20.03,4.2,5.27,47.55,74.23
31461,5.58,3.23,0.078,41.4,Organic,10–20,32.11,20.73,5.56,6.65,56.12,98.11
31462,5.96,1.28,0.125,10.2,Traditional,10–20,40.69,34.6,4.03,9.48,46.46,144.7
31463,7.3,3.22,0.155,20.8,Organic,10–20,41.7,47.16,5.58,11.33,56.09,174.78
31464,6.55,3.72,0.169,22.0,Monoculture,0–10,45.35,36.17,5.98,12.12,58.6,188.84
31465,7.13,2.6,0.066,39.4,Traditional,0–10,56.75,30.34,5.14,5.97,52.77,85.87
31466,6.61,3.23,0.076,42.5,Traditional,0–10,45.25,35.82,5.58,6.55,56.11,96.06
31467,7.39,2.24,0.127,17.6,Traditional,0–10,57.42,21.55,4.73,9.62,51.02,146.72
31468,7.32,3.62,0.121,29.9,Traditional,0–10,49.96,40.66,5.87,9.25,58.12,141.09
31469,6.47,4.45,0.188,23.7,Organic,0–10,34.5,47.38,6.49,13.32,62.37,207.78
31470,6.14,2.19,0.176,12.4,Traditional,10–20,58.51,42.48,4.7,12.53,50.94,196.02
31471,6.7,3.13,0.237,13.2,Traditional,10–20,52.12,47.13,5.55,16.15,55.59,256.84
31472,6.85,4.4,0.205,21.5,Monoculture,0–10,33.68,49.47,6.63,14.21,61.86,224.72
31473,6.5,1.11,0.191,5.8,Monoculture,0–10,31.71,33.58,3.92,13.37,45.51,211.1
31474,7.14,1.98,0.064,30.9,Traditional,0–10,57.73,34.22,4.53,5.82,49.82,84.24
31475,5.87,1.56,0.133,11.7,Organic,10–20,50.13,45.29,4.14,9.99,47.75,153.15
31476,6.17,3.13,0.166,18.9,Organic,0–10,52.49,39.0,5.54,12.0,55.8,186.01
31477,6.87,1.62,0.162,10.0,Organic,0–10,39.34,48.43,4.31,11.7,48.29,181.83
31478,5.99,2.1,0.062,33.9,Traditional,10–20,59.77,46.15,4.65,5.72,50.58,82.1
31479,6.38,2.52,0.145,17.4,Organic,0–10,39.2,26.85,5.06,10.82,52.58,165.3
31480,7.43,1.19,0.229,5.2,Organic,0–10,48.52,44.83,3.89,15.72,45.9,248.93
31481,6.75,2.04,0.222,9.2,Traditional,0–10,59.38,25.35,4.62,15.33,50.25,242.21
31482,7.4,1.79,0.217,8.2,Monoculture,0–10,40.95,36.44,4.37,15.09,48.95,236.87
31483,6.94,2.5,0.064,39.1,Monoculture,10–20,35.7,38.88,4.99,5.76,52.64,84.1
31484,6.95,4.49,0.172,26.1,Organic,0–10,38.23,25.85,6.65,12.35,62.49,192.11
31485,6.68,4.49,0.123,36.5,Traditional,0–10,32.89,27.03,6.63,9.43,62.31,143.03
31486,5.78,1.64,0.096,17.1,Organic,10–20,48.8,27.16,4.29,7.73,47.98,116.0
31487,6.54,3.51,0.247,14.2,Traditional,10–20,30.58,21.81,5.83,16.9,57.63,266.63
31488,6.01,4.12,0.17,24.2,Organic,0–10,54.45,28.94,6.2,12.17,60.45,189.65
31489,7.5,2.82,0.114,24.7,Traditional,10–20,58.38,45.44,5.22,8.95,54.09,134.2
31490,6.03,3.59,0.144,24.9,Organic,10–20,33.37,31.47,5.78,10.64,57.81,164.32
31491,5.96,2.45,0.145,16.9,Organic,10–20,58.26,33.7,5.0,10.74,52.25,165.14
31492,6.75,3.1,0.146,21.2,Traditional,10–20,51.84,49.34,5.48,10.75,55.54,165.61
31493,6.52,2.61,0.192,13.6,Organic,0–10,49.36,42.47,5.11,13.52,53.15,211.82
31494,5.54,2.06,0.158,13.0,Monoculture,10–20,48.6,25.96,4.64,11.47,50.44,177.99
31495,5.76,1.51,0.125,12.1,Monoculture,0–10,43.27,41.62,4.26,9.54,47.6,144.98
31496,7.12,2.02,0.159,12.7,Monoculture,10–20,44.95,32.1,4.69,11.61,50.03,178.96
31497,6.47,4.08,0.216,18.9,Traditional,0–10,35.93,32.68,6.22,15.03,60.25,236.0
31498,5.79,4.16,0.104,40.0,Traditional,10–20,58.17,26.59,6.34,8.32,61.01,123.78
31499,6.43,4.01,0.196,20.5,Organic,10–20,35.33,36.51,6.33,13.79,60.11,216.15
31500,6.01,2.02,0.055,36.7,Traditional,0–10,55.55,34.44,4.7,5.37,50.28,75.14
31501,5.95,4.13,0.144,28.7,Organic,0–10,50.43,35.75,6.28,10.64,60.64,163.97
31502,7.42,1.56,0.207,7.5,Monoculture,10–20,39.29,31.81,4.26,14.33,47.95,226.92
31503,6.22,4.0,0.077,51.9,Monoculture,10–20,36.9,48.41,6.24,6.55,60.14,96.67
31504,5.59,1.96,0.25,7.8,Traditional,10–20,38.23,30.07,4.54,17.01,49.71,269.81
31505,7.44,3.29,0.124,26.5,Organic,10–20,53.28,49.62,5.67,9.44,56.49,144.47
31506,7.09,3.63,0.233,15.6,Monoculture,10–20,39.8,34.97,5.84,15.9,58.07,252.92
31507,6.01,1.27,0.138,9.2,Monoculture,0–10,57.11,33.31,3.91,10.33,46.36,157.98
31508,6.32,2.01,0.173,11.6,Organic,10–20,44.27,39.76,4.59,12.36,50.2,192.92
31509,7.22,3.2,0.243,13.2,Traditional,10–20,31.21,38.02,5.62,16.52,56.03,263.04
31510,6.21,3.1,0.194,16.0,Organic,0–10,58.38,48.57,5.45,13.66,55.54,214.37
31511,6.63,4.1,0.052,78.8,Monoculture,10–20,52.27,37.22,6.33,5.08,60.46,71.99
31512,6.57,3.27,0.091,35.9,Monoculture,0–10,34.46,29.31,5.62,7.44,56.42,110.96
31513,6.3,1.71,0.108,15.8,Monoculture,0–10,57.46,40.05,4.43,8.54,48.44,128.54
31514,6.78,3.74,0.171,21.9,Organic,0–10,59.74,41.43,5.92,12.32,58.7,190.93
31515,6.45,4.35,0.229,19.0,Traditional,10–20,50.89,31.45,6.46,15.86,61.73,248.6
31516,5.54,3.28,0.095,34.5,Organic,10–20,33.32,22.03,5.61,7.76,56.46,114.76
31517,7.13,2.63,0.155,17.0,Organic,0–10,38.72,30.97,5.07,11.24,53.25,175.26
31518,5.73,3.83,0.236,16.2,Traditional,0–10,43.92,29.55,6.1,16.12,59.11,256.21
31519,6.43,2.6,0.149,17.4,Monoculture,0–10,46.45,47.46,5.08,10.88,52.98,169.19
31520,6.66,1.53,0.172,8.9,Traditional,10–20,47.49,42.38,4.26,12.37,47.7,192.06
31521,6.91,1.29,0.162,8.0,Traditional,10–20,30.95,27.18,4.03,11.7,46.41,181.36
31522,6.32,2.39,0.06,39.8,Traditional,10–20,36.08,35.45,4.95,5.62,51.89,80.38
31523,6.97,3.49,0.194,18.0,Monoculture,10–20,53.62,48.13,5.82,13.65,57.52,213.74
31524,5.76,3.43,0.059,58.1,Traditional,10–20,33.15,43.65,5.71,5.53,57.01,79.09
31525,6.81,2.86,0.122,23.4,Organic,10–20,31.16,28.8,5.34,9.28,54.21,141.97
31526,7.15,2.53,0.154,16.4,Organic,10–20,40.91,33.76,5.04,11.28,52.65,174.05
31527,7.28,3.31,0.194,17.1,Monoculture,10–20,36.25,40.79,5.65,13.62,56.57,213.94
31528,6.66,4.36,0.146,29.9,Traditional,10–20,58.51,41.77,6.51,10.75,61.73,165.88
31529,6.13,2.01,0.191,10.5,Traditional,10–20,53.13,30.78,4.62,13.48,50.06,211.32
31530,5.83,2.96,0.237,12.5,Traditional,0–10,35.73,42.13,5.41,16.2,54.73,256.69
31531,6.19,3.96,0.082,48.3,Monoculture,0–10,41.85,34.26,6.22,6.94,59.84,102.04
31532,6.58,1.91,0.198,9.6,Organic,10–20,56.91,35.31,4.57,13.91,49.44,218.1
31533,5.89,1.91,0.202,9.5,Monoculture,10–20,44.9,29.35,4.45,14.09,49.66,222.12
31534,7.41,4.09,0.174,23.5,Organic,0–10,48.43,27.12,6.33,12.43,60.56,193.96
31535,7.29,4.37,0.128,34.1,Organic,10–20,57.76,22.47,6.4,9.72,61.82,147.91
31536,5.57,3.4,0.22,15.5,Organic,0–10,58.34,48.5,5.73,15.15,56.95,239.93
31537,6.62,3.26,0.096,34.0,Traditional,0–10,53.98,44.13,5.61,7.71,56.27,116.27
31538,7.08,2.84,0.106,26.8,Traditional,10–20,33.41,33.63,5.38,8.43,54.21,125.67
31539,5.99,3.73,0.215,17.3,Traditional,0–10,56.1,26.99,5.96,14.84,58.68,235.19
31540,6.55,4.38,0.112,39.1,Organic,0–10,44.52,42.87,6.57,8.69,61.82,132.13
31541,6.31,2.34,0.124,18.9,Monoculture,10–20,58.37,21.02,4.97,9.4,51.76,144.11
31542,5.89,2.02,0.241,8.4,Monoculture,0–10,44.87,47.51,4.68,16.53,49.94,260.86
31543,6.73,4.41,0.175,25.2,Traditional,10–20,40.08,39.16,6.48,12.49,61.95,194.94
31544,7.49,2.77,0.128,21.6,Organic,0–10,46.09,31.16,5.2,9.68,53.86,147.96
31545,6.23,1.61,0.167,9.6,Organic,10–20,45.18,20.44,4.35,11.97,48.01,187.05
31546,6.6,4.08,0.169,24.1,Traditional,0–10,42.87,25.22,6.26,12.09,60.37,188.94
31547,6.16,1.37,0.198,6.9,Organic,10–20,45.37,46.11,4.04,13.88,46.93,218.04
31548,7.25,2.81,0.232,12.1,Traditional,10–20,34.74,27.12,5.17,15.88,54.16,251.69
31549,7.23,3.66,0.091,40.2,Traditional,10–20,38.95,21.2,5.94,7.42,58.28,110.8
31550,5.86,4.08,0.188,21.7,Traditional,10–20,36.37,37.99,6.28,13.26,60.26,208.06
31551,7.3,1.29,0.203,6.4,Traditional,10–20,32.69,29.18,4.05,14.22,46.41,223.12
31552,5.8,3.37,0.087,38.7,Monoculture,0–10,52.17,35.2,5.69,7.22,56.9,107.01
31553,5.69,3.83,0.106,36.1,Traditional,0–10,49.13,40.51,6.05,8.28,59.15,125.63
31554,6.81,3.18,0.059,53.9,Organic,10–20,36.0,38.35,5.5,5.56,56.02,79.01
31555,6.27,1.9,0.239,7.9,Traditional,10–20,43.49,48.08,4.46,16.4,49.66,259.19
31556,6.56,3.38,0.208,16.2,Organic,0–10,45.79,21.32,5.77,14.48,56.89,228.01
31557,6.81,4.17,0.133,31.4,Traditional,0–10,52.57,48.79,6.4,9.98,60.82,152.92
31558,5.61,4.25,0.159,26.7,Traditional,10–20,56.24,31.53,6.35,11.43,61.32,178.57
31559,6.09,3.49,0.228,15.3,Organic,0–10,34.81,30.87,5.78,15.64,57.22,248.13
31560,6.42,1.79,0.1,17.9,Monoculture,10–20,48.81,41.31,4.48,7.97,48.82,119.66
31561,6.03,1.77,0.2,8.8,Organic,10–20,32.33,35.88,4.43,14.0,48.94,220.02
31562,5.6,2.27,0.218,10.4,Organic,10–20,47.6,37.58,4.75,15.09,51.32,237.94
